GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "11000","District of Columbia",2,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",698434,711478,735304,741793,757395,754584,763451,769777,777513,788384,794904,795923,809128,826749,834391,848230,860668,873204,892796,902843,914319,915216,866067,869725,895212,913376,(NA)
 "12000","Florida",5,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",634032.3,664152.0,693837.3,714638.0,746252.8,781834.2,833946.8,883164.5,909298.9,922288.3,891766.9,840480.6,851956.4,849395.3,857861.3,880183.5,905648.5,945929.0,978989.7,1014866.9,1050433.8,1084913.9,1069758.8,1170526.3,1239883.6,1292787.6,1339618.6
 "12000","Florida",5,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),801556.1,768901.7,805719.8,823940.3,832404.4,824741.5,867379.1,920580.0,947436.7,1004622.8,1055234.0,1113090.4,1162755.8,1232192.8,1210834.5,1247046.8,(NA)
 "12000","Florida",5,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),705589.9,694561.9,708341.9,720023.6,732252.1,749497.5,779921.4,816143.5,841243.9,871158.3,908456.3,938496.7,917159.6,1013265.9,1060448.5,1092049.3,(NA)
 "12000","Florida",5,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",428595.6,457607.0,490094.4,519140.7,553359.9,590284.8,647041.8,704890.3,749925.0,781947.3,767357.8,739322.4,752998.4,761043.1,784545.9,819679.8,860112.6,918464.3,964500.8,1014866.9,1072085.6,1133718.0,1142004.4,1298631.2,1465281.1,1600810.6,1705564.9
 "12000","Florida",5,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",416721.5,435930.4,471588.1,497335.4,514288.8,540366.3,587003.0,637602.8,690506.1,719734.2,725995.0,685982.8,730690.1,769798.4,794071.1,794604.1,848535.3,905450.5,938985.6,1011002.2,1078010.6,1145938.8,1220782.7,1358786.3,1436107.2,1553426.4,1645165.7
 "12000","Florida",5,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",365875.4,382262.7,412100.4,437155.5,462050.1,492575.7,531753.4,568078.5,614602.2,640772.6,652289.8,631940.5,672161.8,699989.8,720430.1,712530.1,757871.4,802776.3,842025.1,890172.4,964243.6,1023541.5,1086863.5,1196387.6,1237630.6,1378615.6,1458874.6
 "12000","Florida",5,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",358107.1,380707.7,412229.5,432668.8,447872.2,473974.7,513459.4,557056.5,601060.1,630049.5,639599.5,620446.5,643275.8,673659.9,699466.2,723026.7,763955.0,804074.9,835530.6,878744.1,929973.5,967992.8,965577.0,1119615.4,1259026.1,1361251.4,(NA)
 "12000","Florida",5,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),43264,41222,42761,43281,43201,42288,43829,45708,46141,48141,49937,52127,53853,56443,54430,55153,(NA)
 "12000","Florida",5,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),38084,37237,37593,37823,38003,38430,39410,40523,40969,41745,42991,43951,42478,46415,47670,48298,(NA)
 "12000","Florida",5,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",26909,27662,29387,30405,30815,31779,33706,35736,38009,39184,39185,36777,38779,40437,41211,40743,42877,44957,45730,48447,51015,53666,56539,62238,64171,67821,70390
 "12000","Florida",5,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",23625,24256,25680,26726,27685,28968,30534,31839,33831,34886,35207,33879,35673,36770,37389,36535,38295,39859,41007,42657,45631,47934,50336,54800,55302,60189,62419
 "12000","Florida",5,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",23124,24157,25688,26452,26836,27874,29483,31222,33085,34302,34522,33263,34140,35387,36301,37073,38603,39924,40691,42109,44010,45332,44721,51286,56597,60204,(NA)
 "12000","Florida",5,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),101.657,100.459,100.332,100.816,101.046,100.718,100.856,101.256,101.055,100.871,100.315,99.647,100.610,101.398,102.252,103.452,(NA)
 "12000","Florida",5,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),90.647,89.329,90.814,93.561,95.523,96.468,97.953,98.521,99.321,100.871,102.369,103.143,105.279,110.496,118.726,124.651,(NA)
 "12000","Florida",5,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",8317201,8577884,8881279,8938947,9055665,9283343,9644269,10067135,10383831,10531299,10269510,9841868,9805140,10036679,10249034,10539527,10937534,11367164,11682273,12098388,12556216,12760885,12718985,13456889,14201476,14756561,(NA)
 "13000","Georgia",5,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",377705.9,404465.2,417713.5,422731.6,427329.7,439074.6,461245.4,480838.3,487524.9,492238.7,481860.3,464016.8,471588.2,481215.4,489027.3,499900.2,517511.9,540108.5,561718.3,583543.3,600934.7,620744.9,604745.9,643013.8,665678.1,678201.2,701072.8
 "13000","Georgia",5,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),399457.2,403761.1,395187.5,415469.5,410423.3,412610.1,432994.4,460266.7,473711.4,491844.9,508578.3,529611.3,560217.1,581133.0,563090.6,567218.6,(NA)
 "13000","Georgia",5,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),335885.3,336939.5,331359.9,340874.6,339789.0,349190.1,361754.1,376570.4,387188.7,399122.2,413280.4,426037.5,417345.7,453294.4,468477.5,475973.8,(NA)
 "13000","Georgia",5,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",265146.4,289048.9,305323.7,316872.7,326017.9,339540.5,364530.1,388707.2,405664.2,419384.8,416303.5,409876.2,419013.1,433137.1,449375.6,467559.5,493370.3,525516.8,554903.2,583543.3,612803.4,646695.8,640223.6,705546.7,779684.0,831827.7,882534.5
 "13000","Georgia",5,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",205294.0,218718.6,236616.8,248742.5,255977.2,265622.8,280462.4,297084.9,316548.8,331363.7,335257.5,329158.9,337420.5,360456.2,369040.2,374124.6,398585.7,423242.0,441039.1,467592.5,491088.0,516504.2,552316.3,605211.5,625219.3,660447.5,697613.8
 "13000","Georgia",5,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",177696.0,189089.3,204163.4,215668.7,227556.4,238596.7,252658.5,265059.9,280546.2,292649.9,297774.6,299789.2,306298.0,324492.2,332462.4,333490.4,355074.7,375453.3,392132.8,414875.6,438862.0,460297.2,494762.3,533913.9,537809.9,583228.4,614881.5
 "13000","Georgia",5,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",161380.3,174395.0,188709.6,197694.0,205273.8,216655.7,230229.2,247103.8,261997.1,277091.5,282133.9,275032.5,283317.5,296156.1,305937.0,317022.1,333433.2,346858.4,361258.0,380330.8,399888.2,416267.9,412590.8,473025.9,520697.9,554573.4,(NA)
 "13000","Georgia",5,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),42027,41967,40688,42370,41427,41340,42964,45160,45908,47162,48285,49761,52199,53857,51597,51429,(NA)
 "13000","Georgia",5,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),35338,35022,34116,34763,34297,34986,35895,36948,37523,38271,39237,40029,38887,42009,42928,43156,(NA)
 "13000","Georgia",5,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",26107,27184,28760,29693,30086,30805,31982,33283,34574,35440,35272,34213,34740,36760,37250,37484,39550,41527,42742,44836,46624,48529,51460,56079,57193,59691,62393
 "13000","Georgia",5,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",22597,23501,24815,25745,26745,27670,28812,29696,30641,31299,31329,31160,31536,33092,33557,33413,35232,36838,38002,39782,41666,43248,46098,49473,49197,52712,54994
 "13000","Georgia",5,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",20523,21675,22937,23600,24126,25126,26254,27684,28615,29635,29683,28587,29170,30203,30880,31763,33085,34033,35010,36469,37966,39112,38444,43838,47713,50282,(NA)
 "13000","Georgia",5,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),94.199,91.797,94.463,93.618,95.243,94.787,94.903,94.667,94.932,95.292,94.819,94.395,94.476,95.761,95.725,96.699,(NA)
 "13000","Georgia",5,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),83.997,81.627,85.501,86.881,90.037,90.788,92.171,92.110,93.303,95.292,96.760,97.707,98.861,104.353,111.147,116.513,(NA)
 "13000","Georgia",5,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",4607959,4728750,4860810,4871814,4858410,4895367,5021804,5195948,5358151,5490802,5451004,5247101,5211443,5325710,5384734,5497190,5671135,5832928,5973764,6128089,6287460,6398769,6326141,6638710,6931533,7136747,(NA)
 "15000","Hawaii",8,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",58946.1,59612.1,60745.7,60446.4,62355.2,65623.7,69332.0,72941.9,74892.9,76434.1,76830.2,74118.5,76130.2,77174.2,78694.0,80534.9,81304.9,83857.6,85670.4,87436.4,88836.4,88855.2,79840.1,84408.5,86887.8,88614.3,90280.2
 "15000","Hawaii",8,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),57070.7,55419.6,57291.7,58168.3,59780.8,57699.9,60764.2,62961.5,65647.9,66836.5,66685.8,68047.8,69989.9,72197.7,69884.9,72620.2,(NA)
 "15000","Hawaii",8,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),48429.6,46921.1,48490.1,48823.3,50291.7,49977.2,51696.5,52715.4,54277.0,55519.3,56564.7,57781.5,54046.3,58683.5,60898.1,63732.9,(NA)
 "15000","Hawaii",8,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",37503.0,38970.4,41089.4,42500.2,44949.5,48420.7,52625.7,57211.8,60848.0,64106.0,65545.5,64464.3,66739.3,68801.1,71645.6,74598.5,77043.0,81410.2,84287.2,87436.4,90933.5,93240.2,84885.8,93400.4,103153.1,110265.4,115627.2
 "15000","Hawaii",8,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",32355.7,33425.6,35403.1,36996.8,38865.6,40734.2,43729.2,46898.1,50182.6,53022.5,55802.6,55409.0,56649.4,59226.4,61161.6,61983.4,65182.2,68200.8,70744.8,73646.4,75266.4,78586.9,82714.1,88342.4,90053.9,94970.8,100536.6
 "15000","Hawaii",8,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",28491.1,29390.4,31057.3,32527.2,34819.3,36733.3,39412.9,41780.6,44609.2,47113.0,49878.4,50635.3,51879.6,53784.4,55487.6,55608.1,58411.7,60613.2,62818.0,65432.2,67147.3,69866.3,73811.2,77744.8,77406.9,83644.1,88272.1
 "15000","Hawaii",8,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",27488.8,28515.2,30345.4,31527.9,32673.8,34793.6,37263.4,40427.1,43283.7,45387.4,47392.4,46971.6,48013.4,49781.6,51522.3,53755.6,55526.2,57197.6,58616.6,61319.4,63974.4,66855.0,64047.5,71950.7,78553.5,83403.5,(NA)
 "15000","Hawaii",8,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),42839,41152,41968,41994,42541,40538,42364,43528,45063,45836,45676,46706,48230,49904,48551,50602,(NA)
 "15000","Hawaii",8,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),36353,34841,35521,35248,35788,35113,36042,36445,37257,38075,38744,39659,37243,40562,42308,44409,(NA)
 "15000","Hawaii",8,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",26625,27618,29174,30178,31353,32557,34336,36278,38315,40301,41887,41144,41498,42758,43523,43548,45445,47150,48561,50506,51554,53940,56995,61051,62522,65888,69520
 "15000","Hawaii",8,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",23445,24284,25593,26532,28089,29360,30947,32320,34060,35809,37440,37599,38004,38830,39486,39069,40724,41905,43120,44873,45992,47954,50860,53727,53741,58030,61040
 "15000","Hawaii",8,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",22620,23560,25006,25717,26358,27809,29259,31273,33048,34497,35574,34879,35172,35940,36664,37767,38712,39543,40236,42053,43819,45887,44135,49733,54574,58115,(NA)
 "15000","Hawaii",8,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),109.744,112.581,109.395,109.869,108.370,112.299,110.592,111.515,109.881,110.447,110.831,111.781,113.249,112.513,111.094,108.609,(NA)
 "15000","Hawaii",8,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),97.858,100.108,99.017,101.963,102.447,107.560,107.408,108.503,107.995,110.447,113.099,115.703,118.505,122.608,128.992,130.864,(NA)
 "15000","Hawaii",8,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",738175,738111,749439,752548,757694,773609,797234,819967,842375,864610,858384,829885,824450,834994,849130,868191,882702,901126,914921,921135,924352,913949,817434,860684,895043,920860,(NA)
 "16000","Idaho",7,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",40879.3,44821.5,49793.0,48695.4,49840.5,51542.6,55137.1,59331.9,60738.6,61812.1,63878.2,61276.1,62626.4,62704.0,62007.3,64769.8,66784.9,67790.5,70442.5,72935.1,77652.1,81144.3,82717.4,88969.6,92903.7,95897.9,99603.0
 "16000","Idaho",7,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),59275.0,57571.7,59590.2,60845.2,63129.5,64489.2,67002.8,70479.1,73782.4,75774.0,81948.1,86867.1,96590.2,105920.6,104061.6,105985.0,(NA)
 "16000","Idaho",7,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),49442.0,48183.2,49559.3,49859.5,50888.1,52668.7,54370.0,55388.2,58656.8,60018.5,64208.9,65580.6,67436.9,76034.4,79961.1,82523.6,(NA)
 "16000","Idaho",7,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",31352.7,34512.8,38344.1,37740.9,38990.7,40778.6,44732.9,48805.1,51099.0,53712.4,56203.6,54507.9,56086.2,57418.2,57933.7,61712.6,64501.7,66064.9,69185.2,72935.1,79072.4,84429.4,88099.3,99839.1,112290.1,120958.3,128132.1
 "16000","Idaho",7,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",28498.1,30180.1,32667.0,34059.4,35213.9,36454.9,39386.7,41724.7,45887.7,48853.5,50157.4,48498.8,50201.9,53076.5,55719.8,57790.6,60897.0,64564.3,67294.1,71472.6,76529.6,82967.7,91743.2,105544.5,110794.4,116675.3,123771.9
 "16000","Idaho",7,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",25221.8,26588.4,28607.7,30013.8,31885.1,33232.1,35912.0,37401.4,40807.5,43427.9,45030.1,44632.5,46203.4,48406.4,50778.0,52301.8,55056.4,58068.7,60326.5,64179.3,69122.7,74639.1,82235.0,93493.1,96414.4,104074.6,110277.1
 "16000","Idaho",7,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",22579.8,24178.3,26126.5,27315.3,28411.8,30199.6,32418.9,35258.5,38332.4,41044.6,41871.2,40641.4,41809.5,43554.9,44975.4,47257.8,49478.7,50824.9,53613.5,56744.1,60086.6,62753.4,64228.9,75916.9,85221.5,90907.7,(NA)
 "16000","Idaho",7,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),38633,37037,37923,38343,39441,39837,40827,42369,43476,43677,46317,48036,52230,55615,53668,53944,(NA)
 "16000","Idaho",7,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),32224,30997,31540,31420,31793,32535,33130,33297,34563,34595,36290,36265,36465,39923,41238,42003,(NA)
 "16000","Idaho",7,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",22756,23658,25139,25803,26272,26739,28299,29214,31244,32459,32690,31200,31948,33447,34812,35699,37107,38813,39653,41197,43254,45880,49607,55408,56984,59192,61836
 "16000","Idaho",7,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",20140,20843,22016,22738,23788,24375,25803,26187,27785,28854,29349,28713,29404,30504,31724,32308,33548,34908,35547,36993,39068,41274,44465,49082,49588,52800,55094
 "16000","Idaho",7,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",18030,18953,20106,20694,21197,22151,23293,24687,26100,27270,27290,26145,26608,27447,28099,29192,30149,30554,31591,32708,33961,34701,34731,39861,43951,46270,(NA)
 "16000","Idaho",7,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),94.973,94.857,93.204,94.129,93.491,93.679,93.701,94.308,92.998,94.544,91.703,92.445,91.019,91.625,91.791,91.425,(NA)
 "16000","Idaho",7,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),84.688,84.348,84.363,87.355,88.381,89.727,91.004,91.761,91.402,94.544,93.580,95.689,95.243,99.845,106.579,110.160,(NA)
 "16000","Idaho",7,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",732684,747188,776910,783399,791317,800916,825332,861531,899836,929492,921093,880489,868683,878537,883162,903016,925548,949392,976719,1007831,1041387,1063420,1077509,1136894,1179656,1216926,(NA)
 "17000","Illinois",3,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",639642.7,663857.8,687111.4,688404.3,692398.1,703548.8,726139.0,741248.6,759825.7,769571.6,759095.3,740794.3,755391.4,772225.6,790723.3,795435.2,811490.1,825424.9,826404.7,832826.8,851517.2,858018.3,810200.9,855888.1,876536.0,885651.3,895342.5
 "17000","Illinois",3,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),617142.7,583187.4,588136.5,601149.1,622873.0,631664.9,651001.4,683753.2,680906.2,685318.8,707358.8,721949.1,752256.6,767718.5,734669.4,761677.4,(NA)
 "17000","Illinois",3,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),485234.9,470010.8,476494.2,480659.7,487645.5,496107.5,509208.4,527627.7,534014.4,538080.0,549214.9,558248.3,535443.0,570283.3,587682.9,614597.2,(NA)
 "17000","Illinois",3,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",436533.4,459971.6,486089.7,499618.4,511485.9,528577.0,560079.8,589153.7,624068.1,649307.4,649677.3,645843.2,663929.0,691805.5,725478.0,742890.9,772291.7,802592.0,813561.6,832826.8,871024.2,895601.8,860672.8,946776.2,1040353.3,1098346.1,1137243.6
 "17000","Illinois",3,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",366594.1,382605.3,411220.9,427182.4,432381.6,440480.1,457834.3,475646.2,506021.6,535102.6,551159.7,525793.9,540880.9,568230.3,593814.2,605681.6,629465.0,657080.2,664686.8,685632.7,722686.6,741904.7,787687.6,846013.0,862729.1,906647.6,943054.6
 "17000","Illinois",3,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",314354.8,327467.3,351878.2,368530.2,381409.5,393351.4,409868.0,421300.6,444916.2,466928.2,481936.3,474337.2,485767.9,501181.2,523039.5,528372.8,548692.2,570633.8,580489.9,601729.6,635136.3,651530.8,696720.6,736234.1,730484.3,790852.6,821465.3
 "17000","Illinois",3,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",274303.2,289479.4,311531.8,322195.6,331449.3,345707.9,363646.5,384010.6,403497.1,423685.4,433710.5,424293.3,438819.8,454980.3,465517.9,476304.5,492993.4,507894.4,522413.6,539587.6,562269.9,574747.9,562203.3,629707.1,690825.9,732059.2,(NA)
 "17000","Illinois",3,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),48415,45573,45786,46628,48182,48740,50197,52746,52600,53031,54888,56185,58814,60496,58388,60693,(NA)
 "17000","Illinois",3,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),38066,36729,37094,37282,37722,38280,39264,40702,41253,41638,42616,43445,41863,44938,46706,48973,(NA)
 "17000","Illinois",3,SASUMMARY,10,"..."," Per capita personal income 6/","Dollars",29873,30958,33072,34206,34520,35081,36366,37720,40021,42148,43238,41088,42107,44075,45934,46735,48536,50688,51347,53056,56077,57738,61542,66612,68352,71716,74197
 "17000","Illinois",3,SASUMMARY,11,"..."," Per capita disposable personal income 7/","Dollars",25616,26496,28299,29510,30451,31328,32556,33410,35188,36778,37808,37067,37816,38874,40460,40770,42308,44020,44843,46563,49284,50705,54435,57968,57875,62556,64631
 "17000","Illinois",3,SASUMMARY,12,"..."," Per capita personal consumption expenditures (PCE) 8/","Dollars",22352,23423,25055,25799,26462,27533,28884,30453,31912,33372,34024,33156,34161,35291,36010,36752,38013,39180,40356,41754,43629,44729,43955,49621,54904,58333,(NA)
 "17000","Illinois",3,SASUMMARY,13,"..."," Regional price parities (RPPs) 9/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),100.238,101.521,101.745,101.998,100.982,100.238,99.686,98.932,99.535,100.280,100.323,99.466,100.341,101.329,101.240,98.855,(NA)
 "17000","Illinois",3,SASUMMARY,14,"..."," Implicit regional price deflator 10/","Index",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),89.382,90.273,92.093,94.657,95.462,96.008,96.816,96.260,97.828,100.280,102.377,102.956,104.998,110.420,117.551,119.112,(NA)
 "17000","Illinois",3,SASUMMARY,15,"..."," Total employment (number of jobs) ","Number of jobs",7139373,7218569,7357491,7309738,7217677,7191483,7244979,7334786,7448634,7577703,7553123,7304369,7251061,7376147,7434721,7503553,7613604,7748859,7804672,7823072,7880803,7859167,7519081,7749922,7994252,8177655,(NA)
 "18000","Indiana",3,SASUMMARY,1,"..."," Real GDP (millions of chained 2017 dollars) 1/","Millions of chained 2017 dollars",260549.9,268864.3,278990.4,273884.4,280723.0,293045.2,303819.8,306344.6,312525.5,322661.7,322384.3,299789.0,320731.8,321532.8,323876.2,333207.4,343827.8,341205.2,348439.2,357535.8,368762.9,370507.2,359787.3,387122.0,399280.8,404290.3,419472.8
 "18000","Indiana",3,SASUMMARY,2,"..."," Real personal income (millions of constant (2017) dollars) 2/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),276552.9,268703.6,274616.9,286855.4,292577.9,291964.9,299357.3,314400.0,320397.1,328648.6,331557.6,340327.2,366859.1,387640.6,378049.9,378613.4,(NA)
 "18000","Indiana",3,SASUMMARY,3,"..."," Real PCE (millions of constant (2017) dollars) 3/","Millions of constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),228367.9,224090.8,226320.0,230867.7,234115.8,235982.9,241348.2,250295.3,256588.4,266105.8,267173.3,269964.0,270542.2,289240.8,302338.5,305980.2,(NA)
 "18000","Indiana",3,SASUMMARY,4,"..."," Gross domestic product (GDP) ","Millions of current dollars",185336.3,193659.9,204147.3,205325.1,213419.6,225349.3,239278.5,247428.3,259030.3,273340.8,277774.5,264925.0,284685.8,292373.8,301277.4,313466.9,329360.9,333163.8,342716.6,357535.8,377376.9,384838.7,378633.6,425863.8,473492.9,499503.1,527381.1
 "18000","Indiana",3,SASUMMARY,5,"..."," Personal income ","Millions of current dollars",154521.8,160465.8,171032.1,175229.8,177918.8,182458.0,191088.3,196999.0,208373.7,215919.9,226602.3,220908.7,231025.6,245731.2,256284.7,259534.8,269159.1,279385.7,287275.2,297990.5,313127.2,326391.4,351310.8,390237.0,402919.5,420259.7,441783.2
 "18000","Indiana",3,SASUMMARY,6,"..."," Disposable personal income ","Millions of current dollars",134492.7,139782.0,149782.7,153590.2,158457.7,164009.0,172450.0,176595.4,185993.0,191572.0,202241.4,201799.2,210496.1,221690.5,232188.7,233313.5,242163.9,250011.3,256746.2,267878.7,283620.4,293881.0,316759.3,349100.7,352963.2,375480.4,394223.7
 "18000","Indiana",3,SASUMMARY,7,"..."," Personal consumption expenditures ","Millions of current dollars",117579.9,125011.8,133146.5,138169.8,142852.9,149620.7,159441.0,168731.5,175744.1,182424.5,187273.9,184465.1,190660.5,198049.2,205349.2,210037.4,217279.8,222792.9,230556.9,241847.3,252840.8,259391.9,259788.2,291763.9,322556.4,339862.5,(NA)
 "18000","Indiana",3,SASUMMARY,8,"..."," Real per capita personal income 4/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),43045,41599,42305,43987,44692,44362,45287,47429,48117,49153,49295,50331,54036,56891,55333,55174,(NA)
 "18000","Indiana",3,SASUMMARY,9,"..."," Real per capita PCE 5/","Constant 2017 dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),35545,34693,34865,35402,35762,35856,36512,37758,38534,39799,39723,39925,39850,42449,44252,44589,(NA)
